  ✅ 数据库初始化完成

  🚀 TechAI 资讯服务已启动
  📡 接口地址: http://localhost:3001/api
[2026/5/10 15:47:10] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 15:47:10] GET /api/categories
[2026/5/10 15:47:12] GET /api/categories
[2026/5/10 15:47:12] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:12] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:12] GET /api/tags
[2026/5/10 15:47:12] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:13] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:13] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:13] GET /api/tags
[2026/5/10 15:47:13] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 15:47:13] GET /api/categories
[2026/5/10 15:47:13] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 15:47:13] GET /api/categories
[2026/5/10 15:47:14] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 15:47:14] GET /api/categories
[2026/5/10 15:47:14] GET /api/categories
[2026/5/10 15:47:14] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:14] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:14] GET /api/tags
[2026/5/10 15:47:14] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:17] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:17] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:17] GET /api/tags
[2026/5/10 15:47:17] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 15:47:17] GET /api/categories
[2026/5/10 15:47:18] GET /api/categories
[2026/5/10 15:47:18] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:18] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:18] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:18] GET /api/tags
[2026/5/10 15:47:18] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:18] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:18] GET /api/tags
[2026/5/10 15:47:19] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 15:47:19] GET /api/categories
[2026/5/10 15:47:19] GET /api/categories
[2026/5/10 15:47:19] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:19] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:19] GET /api/tags
[2026/5/10 15:47:19] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:20] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:20] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:20] GET /api/tags
[2026/5/10 15:47:20] GET /api/articles?category=nvidia-chip&page=1&pageSize=20
[2026/5/10 15:47:20] GET /api/categories
[2026/5/10 15:47:20] GET /api/categories
[2026/5/10 15:47:20] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:20] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:20] GET /api/tags
[2026/5/10 15:47:20] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:22] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:22] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:22] GET /api/tags
[2026/5/10 15:47:22] GET /api/articles?category=nvidia-chip&page=1&pageSize=20
[2026/5/10 15:47:22] GET /api/categories
[2026/5/10 15:47:23] GET /api/categories
[2026/5/10 15:47:23] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:23] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:23] GET /api/tags
[2026/5/10 15:47:23] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:24] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:24] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:24] GET /api/tags
[2026/5/10 15:47:24] GET /api/articles?category=dev-tools&page=1&pageSize=20
[2026/5/10 15:47:24] GET /api/categories
[2026/5/10 15:47:24] GET /api/categories
[2026/5/10 15:47:24] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:24] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:24] GET /api/tags
[2026/5/10 15:47:24] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:25] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:25] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:25] GET /api/tags
[2026/5/10 15:47:25] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 15:47:25] GET /api/categories
[2026/5/10 15:47:26] GET /api/categories
[2026/5/10 15:47:26] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:26] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:26] GET /api/tags
[2026/5/10 15:47:26] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:47:30] GET /api/categories
[2026/5/10 15:47:30] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:47:30] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:47:30] GET /api/tags
[2026/5/10 15:47:30] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:51:48] GET /api/categories
[2026/5/10 15:51:48] GET /api/categories
[2026/5/10 15:51:48] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:51:48] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:51:48] GET /api/tags
[2026/5/10 15:51:48] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:51:50] GET /api/categories
[2026/5/10 15:51:50] GET /api/categories
[2026/5/10 15:51:50] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:51:50] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:51:50] GET /api/tags
[2026/5/10 15:51:50] GET /api/articles?page=1&pageSize=10
[2026/5/10 15:54:14] GET /api/categories
[2026/5/10 15:54:14] GET /api/categories
[2026/5/10 15:54:14] GET /api/articles?page=1&pageSize=5
[2026/5/10 15:54:14] GET /api/articles?page=1&pageSize=8
[2026/5/10 15:54:14] GET /api/tags
[2026/5/10 15:54:14] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:15:01] GET /api/categories
[2026/5/10 21:15:01] GET /api/categories
[2026/5/10 21:15:01] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:15:01] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:15:01] GET /api/tags
[2026/5/10 21:15:01] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:28:13] GET /api/admin/dashboard
[2026/5/10 21:29:22] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:22] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:22] GET /api/tags
[2026/5/10 21:29:22] GET /api/articles?category=ai-news&page=1&pageSize=20
[2026/5/10 21:29:22] GET /api/categories
[2026/5/10 21:29:24] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:24] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:24] GET /api/tags
[2026/5/10 21:29:24] GET /api/articles/42
[2026/5/10 21:29:25] GET /api/categories
[2026/5/10 21:29:25] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:25] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:25] GET /api/tags
[2026/5/10 21:29:25] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:29:26] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:26] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:26] GET /api/tags
[2026/5/10 21:29:26] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 21:29:26] GET /api/categories
[2026/5/10 21:29:28] GET /api/articles/62
[2026/5/10 21:29:28] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:28] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:28] GET /api/tags
[2026/5/10 21:29:29] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:29] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:29] GET /api/tags
[2026/5/10 21:29:29] GET /api/articles?category=cloud-computing&page=1&pageSize=20
[2026/5/10 21:29:29] GET /api/categories
[2026/5/10 21:29:32] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:32] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:32] GET /api/tags
[2026/5/10 21:29:32] GET /api/articles/74
[2026/5/10 21:29:53] GET /api/categories
[2026/5/10 21:29:53] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:29:53] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:29:53] GET /api/tags
[2026/5/10 21:29:53] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:52:17] GET /api/categories
[2026/5/10 21:52:17] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:52:17] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:52:17] GET /api/tags
[2026/5/10 21:52:17] GET /api/articles?page=1&pageSize=10
[2026/5/10 21:58:12] GET /api/categories
[2026/5/10 21:58:12] GET /api/categories
[2026/5/10 21:58:12] GET /api/articles?page=1&pageSize=5
[2026/5/10 21:58:12] GET /api/articles?page=1&pageSize=8
[2026/5/10 21:58:12] GET /api/tags
[2026/5/10 21:58:12] GET /api/articles?page=1&pageSize=10
